Source	Target	Reference	edgeType	aPDL1TILScores	PDL1plusPDL1minusScores	Tim3Plus2Tim3MinusScores	TILN2CMVScores	TILN2naiveScores	TILN2EBVScores	TILN2tumorPBMCScores	acuteD5.2NScores	acuteD7.2NScores	T.D5.2NScores	T.D7.2NScores	T.D14.2NScores	T.D21.2NScores
IFNGR1	PIK3CA	Platanias, MECHANISMS OF TYPE-1 AND TYPE-2 INTERFERON-MEDIATED SIGNALLING	promotes	0.5	0.625	0.333	0.408	0.516	0.557	0.429	0.222	0.333	0.222	0.111	0.222	0.111
IFNGR1	PIK3CB	Platanias, MECHANISMS OF TYPE-1 AND TYPE-2 INTERFERON-MEDIATED SIGNALLING	promotes	0.333	0	0.778	0.531	0.385	0.557	0.533	0	0.444	0.333	0.667	0.778	0.667
IFNGR1	PIK3CG	Platanias, MECHANISMS OF TYPE-1 AND TYPE-2 INTERFERON-MEDIATED SIGNALLING	promotes	0.833	0.812	0.778	0.673	0.648	0.743	0.514	1	0.778	0.667	1	1	1
IFNGR1	PRKCQ	Platanias, MECHANISMS OF TYPE-1 AND TYPE-2 INTERFERON-MEDIATED SIGNALLING	promotes	0.833	0.625	0.556	0.469	0.484	0.543	0.505	0.667	0	0.222	0	0	0
IFNGR2	EGR2	Miao et al, 2017, Egr2 and 3 control adaptive immune responses by temporally uncoupling expansion from T cell differentiation	inhibits	0.5	0.562	0.444	0	0	0	0	0	0	1	1	0.222	0
IFNGR2	EGR3	Miao et al, 2017, Egr2 and 3 control adaptive immune responses by temporally uncoupling expansion from T cell differentiation	inhibits	0.333	0.75	0.556	0	0	0	0	0	0	1	1	0	0
IFNGR2	MT2	Friedman et al, Transcriptional and Posttranscriptional Regulation of Interferon-Induced Gene Expression in Human Cells	promotes	0.167	0.688	0	0	0	0	0	0	0	0	0	0	0.111
IFNGR2	PIK3CA	Platanias, MECHANISMS OF TYPE-1 AND TYPE-2 INTERFERON-MEDIATED SIGNALLING	promotes	0.667	0.75	0.889	0	0	0	0	0.778	0.667	1	0.889	0.778	0.889
IFNGR2	PIK3CB	Platanias, MECHANISMS OF TYPE-1 AND TYPE-2 INTERFERON-MEDIATED SIGNALLING	promotes	0.667	0	0.222	0	0	0	0	1	0.556	0.889	0.444	0.222	0.333
IFNGR2	PIK3CG	Platanias, MECHANISMS OF TYPE-1 AND TYPE-2 INTERFERON-MEDIATED SIGNALLING	promotes	0	0.375	0.222	0	0	0	0	0	0.222	0.222	0	0	0
IFNGR2	PRKCQ	Platanias, MECHANISMS OF TYPE-1 AND TYPE-2 INTERFERON-MEDIATED SIGNALLING	promotes	0.333	0.938	0.444	0	0	0	0	0.333	1	1	1	1	1
IL12RB1	BATF	Kuroda et al, 2011, Basic leucine zipper transcription factor, ATF-like (BATF) regulates epigenetically and energetically effector CD8 T-cell differentiation via Sirt1 expression	promotes	0.833	1	0.556	0.49	0.308	0.414	0.495	1	1	1	1	1	1
IL12RB1	ID2	Xin et al, 2016, A molecular threshold for effector CD8+ T cell differentiation controlled by transcription factors Blimp-1 and T-bet	promotes	0.833	1	0	0.429	0.505	0.443	0.476	1	1	1	0.889	1	1
IL12RB1	PRDM1	Xin et al, 2016, A molecular threshold for effector CD8+ T cell differentiation controlled by transcription factors Blimp-1 and T-bet	promotes	0.667	0.938	0.556	0	0	0	0	1	1	1	0.333	1	1
IL12RB1	STAT4	Bacon et al, 1995, Interleukin 12 induces tyrosine phosphorylation and activation of STAT4 in human lymphocytes. Stark et al, 2013, IL-12-mediated STAT4 signaling and TCR signal strength cooperate in the induction of CD40L in human and mouse CD8+ T cells	promotes	0.833	0.75	0.444	0.571	0.527	0.443	0.533	1	1	0.889	1	1	0.778
IL12RB1	TBX21	Joshi et a;, 2007, Inflammation Directs Memory Precursor and Short-Lived Effector CD8+ T Cell Fates via the Graded Expression of T-bet Transcription Factor	promotes	1	1	0.667	0.551	0.505	0.486	0.581	1	1	1	1	1	1
IL12RB2	BATF	Kuroda et al, 2011, Basic leucine zipper transcription factor, ATF-like (BATF) regulates epigenetically and energetically effector CD8 T-cell differentiation via Sirt1 expression	promotes	0.5	0.438	0.222	0.408	0.407	0.414	0.467	1	0.889	0	0.111	1	1
IL12RB2	ID2	Xin et al, 2016, A molecular threshold for effector CD8+ T cell differentiation controlled by transcription factors Blimp-1 and T-bet	promotes	1	0.625	0	0.551	0.582	0.543	0.552	1	0.889	0	0.222	1	1
IL12RB2	PRDM1	Xin et al, 2016, A molecular threshold for effector CD8+ T cell differentiation controlled by transcription factors Blimp-1 and T-bet	promotes	1	0.5	0.444	0	0	0	0	1	0.889	0	0.778	1	1
IL12RB2	STAT4	Bacon et al, 1995, Interleukin 12 induces tyrosine phosphorylation and activation of STAT4 in human lymphocytes. Stark et al, 2013, IL-12-mediated STAT4 signaling and TCR signal strength cooperate in the induction of CD40L in human and mouse CD8+ T cells	promotes	0.5	0.75	0.222	0.51	0.505	0.6	0.505	1	0.889	0.111	0.222	1	0.778
IL12RB2	TBX21	Joshi et a;, 2007, Inflammation Directs Memory Precursor and Short-Lived Effector CD8+ T Cell Fates via the Graded Expression of T-bet Transcription Factor	promotes	0.667	0.75	0.778	0.449	0.505	0.471	0.571	1	0.889	0	0.111	1	1
IL2	BCL6	Liao et al, 2013, Interleukin2 at the Crossroads of Effector Responses, Tolerance, and Immunotherapy	inhibits	0.333	0.625	0.667	0.367	0.341	0.486	0.495	0.667	0.889	0.667	0.333	0.778	0.667
IL2	IL2RB	Liao et al, 2013, Interleukin2 at the Crossroads of Effector Responses, Tolerance, and Immunotherapy	promotes	0.333	0.438	0.111	0.245	0.736	0.571	0.457	1	1	1	1	1	1
IL21R	BATF	Xin et al, A Critical Role of IL-21-Induced BATF in Sustaining CD8-T-Cell-Mediated Chronic Viral Contro	promotes	0.833	0.438	0.778	0.51	0.681	0.586	0.695	0.111	0	0	0	0	0.333
IL21R	STAT3	Wan et al, Opposing roles of STAT1 and STAT3 in IL-21 function in CD4+ T cells (see also Rao et al, Transcription Factor Foxo1 Represses T-bet-Mediated Effector Functions and Promotes Memory CD8+ T Cell Differentiation)	promotes	0.833	0.812	0.667	0.592	0.648	0.529	0.667	0.444	0.444	0.222	0	0	0.333
IL2RA	BCL6	Oestreich et al, 2014, Bcl6 directly represses the gene program of the glycolysis pathway, Oestreich et al, 2012, Molecular mechanisms that control the expression and activity of Bcl-6 in TH1 cells to regulate flexibility with a TFH-like gene profile	inhibits	0	0.562	0.667	0.796	0.374	0.614	0.657	0.667	0.889	0.667	0.333	0.778	0.667
IL2RA	FOXO1	Ouyang et al, An Essential Role of the Forkhead-Box Transcription Factor Foxo1 in Control of T Cell Homeostasis and Tolerance, Oestreich et al, 2012, Molecular mechanisms that control the expression and activity of Bcl-6 in TH1 cells to regulate flexibility with a TFH-like gene profile	inhibits	0.333	0.812	0.444	0.653	0.813	0.643	0.733	1	1	1	1	1	1
IL2RA	GATA3	Wan, 2014, GATA3: A master of many trades in immune regulation	promotes	0.667	0.562	0.778	0	0	0	0	1	1	0.889	1	0.111	0.667
IL2RA	HIF1A	Oestreich et al, 2014, Bcl6 directly represses the gene program of the glycolysis pathway	promotes	0.667	0.5	0.444	0.571	0.582	0.657	0.562	0.222	0.333	1	1	0.778	0.333
IL2RA	ID2	Xin et al, 2016, A molecular threshold for effector CD8+ T cell differentiation controlled by transcription factors Blimp-1 and T-bet	promotes	0.5	0.688	0	0.633	0.692	0.714	0.524	1	1	1	0.889	1	1
IL2RA	PRDM1	Xin et al, 2016, A molecular threshold for effector CD8+ T cell differentiation controlled by transcription factors Blimp-1 and T-bet	promotes	0.5	0.875	0.889	0	0	0	0	1	1	1	0.333	1	1
IL2RB	BCL6	Oestreich et al, 2014, Bcl6 directly represses the gene program of the glycolysis pathway, Oestreich et al, 2012, Molecular mechanisms that control the expression and activity of Bcl-6 in TH1 cells to regulate flexibility with a TFH-like gene profile	inhibits	0.667	0.5	0.444	0.796	0.374	0.771	0.743	0.667	0.889	0.667	0.333	0.778	0.667
IL2RB	CD160	Beltra et al, 2016, IL2Rß-dependent signals drive terminal exhaustion and suppress memory development during chronic viral infection	promotes	0.333	0.75	0.667	0.306	0.67	0.371	0.648	1	1	1	1	1	1
IL2RB	CD244	Beltra et al, 2016, IL2Rß-dependent signals drive terminal exhaustion and suppress memory development during chronic viral infection	promotes	1	0.812	0.778	0.388	0.516	0.443	0.629	1	0.667	1	1	1	1
IL2RB	FOXO1	Ouyang et al, An Essential Role of the Forkhead-Box Transcription Factor Foxo1 in Control of T Cell Homeostasis and Tolerance, Oestreich et al, 2012, Molecular mechanisms that control the expression and activity of Bcl-6 in TH1 cells to regulate flexibility with a TFH-like gene profile	inhibits	0.5	0.812	0.222	0.49	0.758	0.614	0.667	1	1	1	1	1	1
IL2RB	GATA3	Wan, 2014, GATA3: A master of many trades in immune regulation	promotes	0.833	0.562	0.778	0	0	0	0	1	1	0.889	1	0.111	0.667
IL2RB	HAVCR2	Beltra et al, 2016, IL2Rß-dependent signals drive terminal exhaustion and suppress memory development during chronic viral infection	promotes	1	0.812	0.556	0.776	0.813	0.671	0.667	1	1	1	1	1	1
IL2RB	HIF1A	Oestreich et al, 2014, Bcl6 directly represses the gene program of the glycolysis pathway	promotes	1	0.438	0.667	0.551	0.462	0.543	0.486	0.222	0.333	1	1	0.778	0.333
IL2RB	ID2	Xin et al, 2016, A molecular threshold for effector CD8+ T cell differentiation controlled by transcription factors Blimp-1 and T-bet	promotes	1	0.875	0	0.755	0.703	0.614	0.6	1	1	1	0.889	1	1
IL2RB	LAG3	Beltra et al, 2016, IL2Rß-dependent signals drive terminal exhaustion and suppress memory development during chronic viral infection	promotes	0.833	0.562	0.667	0.796	0.802	0.657	0.695	1	1	1	1	1	1
IL2RB	MYC	Beltra et al, 2016, IL2Rß-dependent signals drive terminal exhaustion and suppress memory development during chronic viral infection	promotes	0.333	0.688	1	0.592	0.297	0.557	0.429	0	0	1	1	0.667	0.333
IL2RB	PDCD1	Beltra et al, 2016, IL2Rß-dependent signals drive terminal exhaustion and suppress memory development during chronic viral infection	promotes	1	0.75	0.667	0.633	0.78	0.657	0.705	1	1	1	1	1	1
IL2RB	PRDM1	Xin et al, 2016, A molecular threshold for effector CD8+ T cell differentiation controlled by transcription factors Blimp-1 and T-bet	promotes	1	0.875	0.667	0	0	0	0	1	1	1	0.333	1	1
IRF4	BCL6	Raczkowski, The transcription factor Interferon Regulatory Factor 4 is required for the generation of protective effector CD8+ T cells, 2013. Xin et al, A Critical Role of IL-21-Induced BATF in Sustaining CD8-T-Cell-Mediated Chronic Viral Control	inhibits	0	0.625	0.333	0.735	0.352	0.686	0.667	0.667	0.889	0.667	0.333	0.778	0.667
IRF4	PRDM1	Raczkowski, The transcription factor Interferon Regulatory Factor 4 is required for the generation of protective effector CD8+ T cells, 2013. Xin et al, A Critical Role of IL-21-Induced BATF in Sustaining CD8-T-Cell-Mediated Chronic Viral Control	promotes	0.5	0.625	0.556	0	0	0	0	1	1	1	0.333	1	1
JUN	IFNG	Lee et al, A Distal Enhancer in the Interferon-  (IFN- ) Locus Revealed by Genome Sequence Comparison	promotes	0.833	0.562	0.444	0.837	0.846	0.657	0.848	0	0	1	0.889	0.667	0.778
JUN	IFNGR1	Lee et al, A Distal Enhancer in the Interferon-  (IFN- ) Locus Revealed by Genome Sequence Comparison	promotes	0.5	0.875	0.778	0.571	0.484	0.586	0.6	0	0	0.778	0.889	0.667	0.778
JUN	IFNGR2	Lee et al, A Distal Enhancer in the Interferon-  (IFN- ) Locus Revealed by Genome Sequence Comparison	promotes	0.667	0.375	0.222	0	0	0	0	1	1	0	0.111	0.333	0.222
JUN	IL2	Martins and Calame, 2008, Regulation and Functions of PRDM1 in T and B Lymphocytes	promotes	0.833	0.625	0.444	0.245	0.714	0.629	0.314	0	0	1	0.889	0.667	0.778
JUN	IL2RB	Liao et al, 2013, Interleukin2 at the Crossroads of Effector Responses, Tolerance, and Immunotherapy	promotes	0.5	0.812	0.444	0.714	0.681	0.557	0.676	0	0	1	0.889	0.667	0.778
JUN	PDCD1	Bally et al, 2016, Genetic and Epigenetic Regulation of PDCD1 Expression	promotes	0.5	0.5	0.778	0.592	0.802	0.6	0.657	0	0	1	0.889	0.667	0.778
JUN	PRDM1	Vasanwala et al,  Repression of AP-1 function: a mechanism for the regulation of Blimp-1 expression and B lymphocyte differentiation by the B cell lymphoma-6 protooncogene,; Martins and Calame, 2008, Regulation and Functions of PRDM1 in T and B Lymphocytes	promotes	0.5	0.812	0.111	0	0	0	0	0	0	1	0.444	0.667	0.778
JUNB	IFNG	Lee et al, A Distal Enhancer in the Interferon-  (IFN- ) Locus Revealed by Genome Sequence Comparison	promotes	0.833	0.938	0.667	0.653	0.593	0.414	0.514	0.444	0.444	0.667	0.778	0.556	0.667
JUNB	IL2	Martins and Calame, 2008, Regulation and Functions of PRDM1 in T and B Lymphocytes	promotes	0.667	0.75	0.222	0.347	0.571	0.543	0.41	0.444	0.444	0.667	0.778	0.556	0.667
JUNB	IL2RB	Liao et al, 2013, Interleukin2 at the Crossroads of Effector Responses, Tolerance, and Immunotherapy	promotes	0.5	0.688	0.889	0.837	0.758	0.471	0.61	0.444	0.444	0.667	0.778	0.556	0.667
JUNB	PDCD1	Bally et al, 2016, Genetic and Epigenetic Regulation of PDCD1 Expression 	promotes	0.5	0.75	0.778	0.571	0.604	0.4	0.486	0.444	0.444	0.667	0.778	0.556	0.667
JUNB	PRDM1	Martins and Calame, 2008, Regulation and Functions of PRDM1 in T and B Lymphocytes	promotes	0.5	0.75	0.556	0	0	0	0	0.444	0.444	0.667	0.333	0.556	0.667
JUND	IFNG	Lee et al, A Distal Enhancer in the Interferon-  (IFN- ) Locus Revealed by Genome Sequence Comparison	promotes	1	1	0.333	0.735	0.187	0.314	0.505	0.333	0.333	0.778	0.333	0.333	0.778
JUND	IL2	Martins and Calame, 2008, Regulation and Functions of PRDM1 in T and B Lymphocytes	promotes	0.5	0.75	0.667	0.612	0.231	0.643	0.676	0.333	0.333	0.778	0.333	0.333	0.778
JUND	IL2RB	Liao et al, 2013, Interleukin2 at the Crossroads of Effector Responses, Tolerance, and Immunotherapy	promotes	0.667	0.938	0.333	0.755	0.275	0.386	0.581	0.333	0.333	0.778	0.333	0.333	0.778
JUND	PDCD1	Bally et al, 2016, Genetic and Epigenetic Regulation of PDCD1 Expression 	promotes	0.667	0.875	0.222	0.592	0.187	0.229	0.457	0.333	0.333	0.778	0.333	0.333	0.778
JUND	PRDM1	Martins and Calame, 2008, Regulation and Functions of PRDM1 in T and B Lymphocytes	promotes	0.667	0.938	0.667	0	0	0	0	0.333	0.333	0.778	0.556	0.333	0.778
KDM6B	EZH2	de Santana et al, 2007, The Histone H3 Lysine-27 Demethylase Jmjd3 Links Inflammation to Inhibition of Polycomb-Mediated Gene Silencing	inhibits	0.667	0	0.667	0	0	0	0	1	1	1	1	1	1
KRAS	MAPK1	Chen et al, 2000, The p38 Pathway Provides Negative Feedback for Ras Proliferative Signalings	promotes	0.5	0.625	0.444	0.469	0.363	0.529	0.648	0.444	0.333	0.111	0.333	0.111	0.111
KRAS	MAPK3	Chen et al, 2000, The p38 Pathway Provides Negative Feedback for Ras Proliferative Signalings	promotes	0.667	0.688	0.444	0.469	0.407	0.5	0.619	0.111	0.444	0	0	0	0
KRAS	MAPK8	Chen et al, 2000, The p38 Pathway Provides Negative Feedback for Ras Proliferative Signalings	promotes	0.333	0.5	0.444	0.469	0.418	0.486	0.429	0.889	0.889	0.667	0.778	1	1
LCK	ZAP70	Pollizzi and Powell, 2014, Integrating canonical and metabolic  signalling programmes in the regulation of T cell responses	promotes	1	0.938	1	0.347	0.538	0.671	0.495	0.889	0.778	0	0	0	0.444
LEF1	BCL6	Xu ey al, 2015, The transcription factor TCF-1 initiates the differentiation of TFH cells during acute viral infection	promotes	0.5	0.5	0.444	0.531	0.242	0.529	0.486	0.667	0.889	0.667	0.333	0.778	0.667
LEF1	CXCR5	Choi et al, 2015, EF1 and TCF7 orchestrate T(FH) differentiation by regulating differentiation circuits upstream of the transcriptional repressor Bcl6	promotes	0.667	0.812	0.556	0.551	0.374	0.7	0.552	0	0	0	0	0.333	0
LEF1	EOMES	Zhou et al, 2010, Differentiation and Persistence of Memory CD8A+ T Cells Depend on T Cell Factor 1	promotes	0.833	0.5	0.444	0.51	0.495	0.514	0.495	0	0	0	0	0	0
LEF1	GZMA	Zhou et al, 2010, Differentiation and Persistence of Memory CD8A+ T Cells Depend on T Cell Factor 1	inhibits	1	0.875	0.444	0.531	0.835	0.414	0.495	1	1	1	1	1	1
LEF1	GZMB	Zhou et al, 2010, Differentiation and Persistence of Memory CD8A+ T Cells Depend on T Cell Factor 1	inhibits	0.833	1	0.556	0.571	0.846	0.529	0.6	1	1	1	1	1	1
LEF1	IFNG	Yu et al, T cell factor 1 initiates the T helper type 2 fate by inducing the transcription factor GATA-3 and repressing interferon-g	inhibits	0.833	0.938	0.556	0.694	0.857	0.657	0.657	1	1	1	1	1	1
LEF1	KLRG1	Zhou et al, 2010, Differentiation and Persistence of Memory CD8A+ T Cells Depend on T Cell Factor 1	inhibits	0.667	0.625	0.444	0.51	0.637	0.486	0.59	1	1	1	1	1	1
LEF1	LEF1	Leong et al, 2016, CXCR5+ follicular cytotoxic T cells control viral infection in B cell follicles	promotes	1	1	1	1	1	1	1	1	1	1	1	1	1
LEF1	MYC	Zhou et al, 2010, Differentiation and Persistence of Memory CD8A+ T Cells Depend on T Cell Factor 1	promotes	0.833	0.75	0.444	0.592	0.637	0.6	0.524	1	1	0	0	0.333	0.667
LEF1	PRDM1	Leong et al, 2016, CXCR5+ follicular cytotoxic T cells control viral infection in B cell follicles	promotes	0	0.5	0.333	0	0	0	0	0	0	0	0.667	0	0
LEF1	PRF1	Xing et al, Tcf1 and Lef1 transcription factors establish CD8+ T cell identity through intrinsic HDAC activity	inhibits	1	0.875	0.889	0.551	0.846	0.571	0.6	1	1	1	0.889	0.778	1
MAPK1	EGR1	Collins et al, 2007, Opposing regulation of T cell function by Egr1:NAB2 and Egr2:Egr3	promotes	0.333	0.688	0.333	0.327	0.571	0.529	0.419	0.333	0.222	0.556	0.556	0.111	0.444
MAPK1	FOS	Pollizzi and Powell, 2014, Integrating canonical and metabolic  signalling programmes in the regulation of T cell responses	promotes	0.5	0.688	0.444	0.449	0.637	0.714	0.514	0.333	0.222	0.889	0.667	0.667	0.667
MAPK1	JUN	Pollizzi and Powell, 2014, Integrating canonical and metabolic  signalling programmes in the regulation of T cell responses	promotes	0.5	0.688	0.667	0.102	0.363	0.414	0.238	0.333	0.222	0.889	0.778	0.778	0.667
MAPK1	JUNB	Pollizzi and Powell, 2014, Integrating canonical and metabolic  signalling programmes in the regulation of T cell responses	promotes	0.333	0.688	0.667	0.286	0.648	0.629	0.657	0.556	0.444	0.556	0.444	0.667	0.556
MAPK1	JUND	Pollizzi and Powell, 2014, Integrating canonical and metabolic  signalling programmes in the regulation of T cell responses	promotes	0.5	0.688	0.333	0.571	0.67	0.771	0.848	0.667	0.556	0.889	0.667	0.444	0.667
MAPK3	EGR1	Collins et al, 2007, Opposing regulation of T cell function by Egr1:NAB2 and Egr2:Egr3	promotes	0.667	0.875	0.111	0.469	0.44	0.529	0.476	0.222	0.333	0.667	0.889	0	0.333
MAPK3	FOS	Pollizzi and Powell, 2014, Integrating canonical and metabolic  signalling programmes in the regulation of T cell responses	promotes	0.5	0.875	0.444	0.714	0.396	0.443	0.552	0.222	0.333	1	1	0.778	0.778
MAPK3	JUN	Pollizzi and Powell, 2014, Integrating canonical and metabolic  signalling programmes in the regulation of T cell responses	promotes	0.667	0.688	0.667	0.449	0.571	0.529	0.638	0.222	0.333	1	0.889	0.667	0.778
MAPK3	JUNB	Pollizzi and Powell, 2014, Integrating canonical and metabolic  signalling programmes in the regulation of T cell responses	promotes	0.667	0.875	0.889	0.551	0.769	0.414	0.59	0.667	0.778	0.667	0.778	0.556	0.667
MAPK3	JUND	Pollizzi and Powell, 2014, Integrating canonical and metabolic  signalling programmes in the regulation of T cell responses	promotes	0.667	0.875	0.111	0.694	0.418	0.457	0.543	0.556	0.667	0.778	0.333	0.333	0.778
MAPK8	FOS	Pollizzi and Powell, 2014, Integrating canonical and metabolic  signalling programmes in the regulation of T cell responses	promotes	0.333	0.438	0.667	0.286	0.758	0.7	0.59	0.889	0.778	0.333	0.222	0.222	0.222
MAPK8	JUN	Pollizzi and Powell, 2014, Integrating canonical and metabolic  signalling programmes in the regulation of T cell responses	promotes	0.5	0.688	0.444	0.51	0.418	0.643	0.438	0.889	0.778	0.333	0.333	0.333	0.222
MAPK8	JUNB	Pollizzi and Powell, 2014, Integrating canonical and metabolic  signalling programmes in the regulation of T cell responses	promotes	0.5	0.688	0.444	0.633	0.538	0.614	0.59	0.444	0.333	0	0	0.444	0.333
MAPK8	JUND	Pollizzi and Powell, 2014, Integrating canonical and metabolic  signalling programmes in the regulation of T cell responses	promotes	0.667	0.75	0.667	0.735	0.802	0.743	0.771	0.556	0.444	0.556	0.444	0.667	0.222
MT1	MAPK1	Lazarczyk et al, 2012, EVER Proteins, Key Elements of the Natural AntiHuman Papillomavirus Barrier, Are Regulated upon TCell Activation	promotes	0.333	0.625	0	0	0	0	0	0.667	0.778	0.889	0.667	0.889	0.889
MT1	MAPK3	Lazarczyk et al, 2012, EVER Proteins, Key Elements of the Natural AntiHuman Papillomavirus Barrier, Are Regulated upon TCell Activation	promotes	0.833	0.812	0	0	0	0	0	0.778	0.667	1	1	1	1
MT1	ZN	Singer et al, 2016, A Distinct Gene Module for Dysfunction Uncoupled from Activation in Tumor-Infiltrating T Cells.	promotes	0	0	0	0	0	0	0	0	0	0	0	0	0
MT2	ZN	Singer et al, 2016, A Distinct Gene Module for Dysfunction Uncoupled from Activation in Tumor-Infiltrating T Cells.	promotes	0	0	0	0	0	0	0	0	0	0	0	0	0
MTOR	glycolysis	van der Widnt & Pearce, Metabolic switching and fuel choice during T-cell differentiation and memory development	promotes	0	0	0	0	0	0	0	0	0	0	0	0	0
MTOR	RICTOR	Rosner, mTOR phosphorylated at S2448 binds to raptor and rictor, 2010.	promotes	1	0.438	0.556	0.592	0.659	0.686	0.686	1	1	1	1	1	1
MTOR	RPTOR	Rosner, mTOR phosphorylated at S2448 binds to raptor and rictor, 2010.	promotes	0.833	0	0.667	0.49	0.484	0.429	0.676	0	0	0.667	0.333	0.556	0.333
MYC	proliferation	Hough et al, 2015, Transcriptional regulation of T  cell  metabolism	promotes	0	0	0	0	0	0	0	0	0	0	0	0	0
NFATC1	IFNG	Lee et al, A Distal Enhancer in the Interferon-  (IFN- ) Locus Revealed by Genome Sequence Comparison. Kiani et al, Regulation of interferon-gamma gene expression by nuclear factor of activated T cells	promotes	0.833	0.938	0.556	0.571	0.747	0.729	0.743	0.222	0.333	0	0	0	0.333
NFATC1	IFNGR1	Lee et al, A Distal Enhancer in the Interferon-  (IFN- ) Locus Revealed by Genome Sequence Comparison	promotes	0.5	0.562	0.667	0.837	0.495	0.329	0.61	0.222	0.333	0.222	0	0	0.333
NFATC1	IFNGR2	Lee et al, A Distal Enhancer in the Interferon-  (IFN- ) Locus Revealed by Genome Sequence Comparison	promotes	0.667	1	0.333	0	0	0	0	0.778	0.667	1	1	1	0.667
NFATC1	IL2	Martins and Calame, 2008, Regulation and Functions of PRDM1 in T and B Lymphocytes	promotes	0.667	0.75	0.333	0.429	0.769	0.414	0.276	0.222	0.333	0	0	0	0.333
NFATC1	IL2RB	Liao et al, 2013, Interleukin2 at the Crossroads of Effector Responses, Tolerance, and Immunotherapy	promotes	0.5	0.688	0.778	0.449	0.637	0.571	0.724	0.222	0.333	0	0	0	0.333
NFATC1	NFATC1	Serfling et al, 2006, NFATC2 autoregulation: a crucial step for cellfate determination	promotes	1	1	1	1	1	1	1	1	1	1	1	1	1
NFATC1	NR4A1	Martinez-Gonzalez et al, The NR4A subfamily of nuclear receptors: new early genes regulated by growth factors in vascular cells	promotes	1	0.938	0.556	0.653	0.714	0.586	0.781	0.667	0.667	0	0	0	0.111
NFATC1	PDCD1	Bally et al, 2016, Genetic and Epigenetic Regulation of PDCD1 Expression 	promotes	0.5	0.938	0.667	0.429	0.747	0.571	0.629	0.222	0.333	0	0	0	0.333
NFATC1	PRDM1	Martins and Calame, 2008, Regulation and Functions of PRDM1 in T and B Lymphocytes	promotes	0.5	0.688	0.667	0	0	0	0	0.222	0.333	0	0.667	0	0.333
NFATC2	EGR2	Martinez et al, 2015, The Transcription Factor NFAT Promotes Exhaustion of Activated CD8+ T Cells 	promotes	0.833	0.562	0.667	0	0	0	0	0	0	0.333	0.222	0.667	0.222
NFATC2	EGR3	Miao et al, 2017, Egr2 and 3 control adaptive immune responses by temporally uncoupling expansion from T cell differentiation	promotes	0.833	0.938	0.778	0	0	0	0	0	0	0.333	0.222	0.889	0.222
NFATC2	IFNG	Lee et al, A Distal Enhancer in the Interferon-  (IFN- ) Locus Revealed by Genome Sequence Comparison. Kiani et al, Regulation of interferon-gamma gene expression by nuclear factor of activated T cells	promotes	0.833	0.875	0.667	0	0	0	0	1	1	0.333	0.222	0.111	0.889
NFATC2	IL2	Martins and Calame, 2008, Regulation and Functions of PRDM1 in T and B Lymphocytes	promotes	0.833	0.812	0	0	0	0	0	1	1	0.333	0.222	0.111	0.889
NFATC2	IL2RB	Liao et al, 2013, Interleukin2 at the Crossroads of Effector Responses, Tolerance, and Immunotherapy	promotes	0.333	0.562	0.889	0	0	0	0	1	1	0.333	0.222	0.111	0.889
NFATC2	NFATC1	Zhou et al, Regulation of the Murine Nfatc1 Gene by NFATc2	promotes	0.833	0.812	0.667	0	0	0	0	0.222	0.333	0.667	0.778	0.889	0.333
NFATC2	PDCD1	Bally et al, 2016, Genetic and Epigenetic Regulation of PDCD1 Expression 	promotes	0.333	0.875	0.778	0	0	0	0	1	1	0.333	0.222	0.111	0.889
NFATC2	PRDM1	Martins and Calame, 2008, Regulation and Functions of PRDM1 in T and B Lymphocytes	promotes	0.333	0.625	0.556	0	0	0	0	1	1	0.333	0.444	0.111	0.889
NFKB1	IL2	Martins and Calame, 2008, Regulation and Functions of PRDM1 in T and B Lymphocytes	promotes	0.833	0.938	0.111	0.327	0.319	0.486	0.381	0.778	1	1	1	1	1
NFKB1	IL2RB	Liao et al, 2013, Interleukin2 at the Crossroads of Effector Responses, Tolerance, and Immunotherapy	promotes	0.333	0.562	1	0.551	0.176	0.471	0.448	0.778	1	1	1	1	1
NFKB1	IRF4	Shaffer et al, IRF4: Immunity. Malignancy! Therapy?	promotes	0.833	1	0.889	0.429	0.297	0.471	0.438	0.778	1	1	1	1	1
NFKB1	PDCD1	Bally et al, 2016, Genetic and Epigenetic Regulation of PDCD1 Expression 	promotes	0.333	0.875	0.667	0.469	0.286	0.543	0.362	0.778	1	1	1	1	1
NFKB1	PRDM1	Martins and Calame, 2008, Regulation and Functions of PRDM1 in T and B Lymphocytes	promotes	0.333	0.625	0.667	0	0	0	0	0.778	1	1	0.333	1	1
NFKB2	IRF4	Shaffer et al, IRF4: Immunity. Malignancy! Therapy?	promotes	1	1	0.778	0	0	0	0	0.222	0.333	0.556	0.778	1	0.667
NR4A1	glycolysis	Fassett et al, Nuclear receptor Nr4a1 modulates both regulatory T-cell (Treg) differentiation and clonal deletion 	promotes	0	0	0	0	0	0	0	0	0	0	0	0	0
NR4A1	IRF4	Nowyhed et al, Cutting Edge: The Orphan Nuclear Receptor Nr4a1 Regulates CD8+ T Cell Expansion and Effector Function through Direct Repression of Irf4	inhibits	0	0.562	0.333	0.531	0.374	0.557	0.505	0.889	1	0	0	0	0.222
