source	target	Reference	interaction	pos2NaiveScores	neg2NaiveScores	tex2NaiveScores	acute2NaiveScores	tex2AcuteScores	pos2NegScores
IL2RA	FOXO1	Ouyang et al, An Essential Role of the Forkhead-Box Transcription Factor Foxo1 in Control of T Cell Homeostasis and Tolerance, Oestreich et al, 2012, Molecular mechanisms that control the expression and activity of Bcl-6 in TH1 cells to regulate flexibility with a TFH-like gene profile	inhibits	1	1	0	0	0	0.526
IL2RA	GATA3	Wan, 2014, GATA3: A master of many trades in immune regulation	promotes	0	0.615	0.438	0.786	0.643	0.579
IL2RA	HIF1A	Oestreich et al, 2014, Bcl6 directly represses the gene program of the glycolysis pathway	promotes	1	0.923	0.312	0.321	0.036	0.316
IL2RA	ID2	Xin et al, 2016, A molecular threshold for effector CD8+ T cell differentiation controlled by transcription factors Blimp-1 and T-bet	promotes	1	1	0.25	1	0.786	0.684
IL2RA	PRDM1	Xin et al, 2016, A molecular threshold for effector CD8+ T cell differentiation controlled by transcription factors Blimp-1 and T-bet	promotes	1	1	0.25	0.929	0.143	0.684
IL2RB	BCL6	Oestreich et al, 2014, Bcl6 directly represses the gene program of the glycolysis pathway, Oestreich et al, 2012, Molecular mechanisms that control the expression and activity of Bcl-6 in TH1 cells to regulate flexibility with a TFH-like gene profile	inhibits	0.385	1	0.812	0.679	0.679	0.947
IL2RB	BCL6	Liao et al, 2014, Opposing actions of IL-2 and IL-21 on Th9 differentiation correlate with their differential regulation of BCL6 expression	inhibits	0.385	1	0.812	0.679	0.679	0.947
IL2RB	CD160	Beltra et al, 2016, IL2Rß-dependent signals drive terminal exhaustion and suppress memory development during chronic viral infection	promotes	0	0	0.688	0.714	0.321	0
IL2RB	CD244	Beltra et al, 2016, IL2Rß-dependent signals drive terminal exhaustion and suppress memory development during chronic viral infection	promotes	1	1	0.688	0.464	0.5	1
IL2RB	FOXO1	Ouyang et al, An Essential Role of the Forkhead-Box Transcription Factor Foxo1 in Control of T Cell Homeostasis and Tolerance, Oestreich et al, 2012, Molecular mechanisms that control the expression and activity of Bcl-6 in TH1 cells to regulate flexibility with a TFH-like gene profile	inhibits	1	1	0	0	0	0.789
IL2RB	GATA3	Wan, 2014, GATA3: A master of many trades in immune regulation	promotes	0	0.615	0.375	0.643	0.571	0.842
IL2RB	HAVCR2	Beltra et al, 2016, IL2Rß-dependent signals drive terminal exhaustion and suppress memory development during chronic viral infection	promotes	1	1	0	0	0	0.947
IL2RB	HIF1A	Oestreich et al, 2014, Bcl6 directly represses the gene program of the glycolysis pathway	promotes	1	0.923	0.625	0.214	0.464	0.053
IL2RB	ID2	Xin et al, 2016, A molecular threshold for effector CD8+ T cell differentiation controlled by transcription factors Blimp-1 and T-bet	promotes	1	1	0.688	0.714	0.357	0.947
IL2RB	LAG3	Beltra et al, 2016, IL2Rß-dependent signals drive terminal exhaustion and suppress memory development during chronic viral infection	promotes	1	1	0.688	0.679	0.5	0.789
IL2RB	MYC	Beltra et al, 2016, IL2Rß-dependent signals drive terminal exhaustion and suppress memory development during chronic viral infection	promotes	0.154	0	0.375	0.357	0.643	0.211
IL2RB	PDCD1	Beltra et al, 2016, IL2Rß-dependent signals drive terminal exhaustion and suppress memory development during chronic viral infection	promotes	1	1	0.688	0.643	0.5	0.947
IL2RB	PRDM1	Xin et al, 2016, A molecular threshold for effector CD8+ T cell differentiation controlled by transcription factors Blimp-1 and T-bet	promotes	1	1	0.688	0.643	0.357	0.947
IRF4	BCL6	Raczkowski, The transcription factor Interferon Regulatory Factor 4 is required for the generation of protective effector CD8+ T cells, 2013. Xin et al, A Critical Role of IL-21-Induced BATF in Sustaining CD8-T-Cell-Mediated Chronic Viral Control	inhibits	0.385	1	0.312	0.536	0.143	0.684
IRF4	PRDM1	Raczkowski, The transcription factor Interferon Regulatory Factor 4 is required for the generation of protective effector CD8+ T cells, 2013. Xin et al, A Critical Role of IL-21-Induced BATF in Sustaining CD8-T-Cell-Mediated Chronic Viral Control	promotes	1	1	0.812	0.357	0.821	0.684
JUN	IFNG	Lee et al, A Distal Enhancer in the Interferon-  (IFN- ) Locus Revealed by Genome Sequence Comparison	promotes	0.077	0.077	0.312	0.607	0.786	0.105
JUN	IFNGR1	Lee et al, A Distal Enhancer in the Interferon-  (IFN- ) Locus Revealed by Genome Sequence Comparison	promotes	1	0.692	0.5	0.5	0.607	0.105
JUN	IFNGR2	Lee et al, A Distal Enhancer in the Interferon-  (IFN- ) Locus Revealed by Genome Sequence Comparison	promotes	0.923	0.923	0	0	0	0.632
JUN	IL2	Martins and Calame, 2008, Regulation and Functions of PRDM1 in T and B Lymphocytes	promotes	0.077	0.231	0.375	0.607	0.643	0.895
JUN	IL2RB	Liao et al, 2013, Interleukin2 at the Crossroads of Effector Responses, Tolerance, and Immunotherapy	promotes	0.077	0.077	0.625	0.679	0.679	0.053
JUN	PDCD1	Bally et al, 2016, Genetic and Epigenetic Regulation of PDCD1 Expression	promotes	0.077	0.077	0.312	0.429	0.321	0.105
JUN	PRDM1	Vasanwala et al,  Repression of AP-1 function: a mechanism for the regulation of Blimp-1 expression and B lymphocyte differentiation by the B cell lymphoma-6 protooncogene,; Martins and Calame, 2008, Regulation and Functions of PRDM1 in T and B Lymphocytes	promotes	0.077	0.077	0.312	0.536	0.179	0.105
JUNB	IFNG	Lee et al, A Distal Enhancer in the Interferon-  (IFN- ) Locus Revealed by Genome Sequence Comparison	promotes	0.538	0.615	0.375	0.643	0.679	0.053
JUNB	IL2	Martins and Calame, 2008, Regulation and Functions of PRDM1 in T and B Lymphocytes	promotes	0.538	0.615	0.562	0.643	0.75	0.947
JUNB	IL2RB	Liao et al, 2013, Interleukin2 at the Crossroads of Effector Responses, Tolerance, and Immunotherapy	promotes	0.538	0.615	0.312	0.786	0.643	0
JUNB	PDCD1	Bally et al, 2016, Genetic and Epigenetic Regulation of PDCD1 Expression 	promotes	0.538	0.615	0.375	0.464	0.286	0.053
JUNB	PRDM1	Martins and Calame, 2008, Regulation and Functions of PRDM1 in T and B Lymphocytes	promotes	0.538	0.615	0.375	0.571	0.143	0.053
JUND	IFNG	Lee et al, A Distal Enhancer in the Interferon-  (IFN- ) Locus Revealed by Genome Sequence Comparison	promotes	0.077	0.308	0.5	0.571	0.75	0.737
JUND	IL2	Martins and Calame, 2008, Regulation and Functions of PRDM1 in T and B Lymphocytes	promotes	0.077	0.462	0.688	0.571	0.75	0.263
JUND	IL2RB	Liao et al, 2013, Interleukin2 at the Crossroads of Effector Responses, Tolerance, and Immunotherapy	promotes	0.077	0.308	0.188	0.643	0.571	0.684
JUND	PDCD1	Bally et al, 2016, Genetic and Epigenetic Regulation of PDCD1 Expression 	promotes	0.077	0.308	0.5	0.393	0.5	0.632
JUND	PRDM1	Martins and Calame, 2008, Regulation and Functions of PRDM1 in T and B Lymphocytes	promotes	0.077	0.308	0.5	0.5	0.357	0.737
KDM6B	EZH2	de Santana et al, 2007, The Histone H3 Lysine-27 Demethylase Jmjd3 Links Inflammation to Inhibition of Polycomb-Mediated Gene Silencing	inhibits	1	1	0	0	0	0.368
KRAS	MAPK1	Chen et al, 2000, The p38 Pathway Provides Negative Feedback for Ras Proliferative Signalings	promotes	0.308	0.769	0.875	0.75	0.929	0.842
KRAS	MAPK3	Chen et al, 2000, The p38 Pathway Provides Negative Feedback for Ras Proliferative Signalings	promotes	0.615	0.077	0.25	0.393	0.321	0.368
KRAS	MAPK8	Chen et al, 2000, The p38 Pathway Provides Negative Feedback for Ras Proliferative Signalings	promotes	1	0.923	0.875	0.714	0.821	0.684
LCK	ZAP70	Pollizzi and Powell, 2014, Integrating canonical and metabolic  signalling programmes in the regulation of T cell responses	promotes	0	0	0.312	0.857	0.321	0
LEF1	BCL6	Xu ey al, 2015, The transcription factor TCF-1 initiates the differentiation of TFH cells during acute viral infection	promotes	0	0	0.5	0.821	0.25	0
LEF1	CXCR5	Choi et al, 2015, EF1 and TCF7 orchestrate T(FH) differentiation by regulating differentiation circuits upstream of the transcriptional repressor Bcl6	promotes	0	0	0	0.643	0	0
LEF1	EOMES	Zhou et al, 2010, Differentiation and Persistence of Memory CD8A+ T Cells Depend on T Cell Factor 1	promotes	0	0	0	0	0.071	0
LEF1	GZMA	Zhou et al, 2010, Differentiation and Persistence of Memory CD8A+ T Cells Depend on T Cell Factor 1	inhibits	0	0	1	0.893	0.571	0
LEF1	GZMB	Zhou et al, 2010, Differentiation and Persistence of Memory CD8A+ T Cells Depend on T Cell Factor 1	inhibits	0	0	1	1	0.607	0
LEF1	IFNG	Yu et al, T cell factor 1 initiates the T helper type 2 fate by inducing the transcription factor GATA-3 and repressing interferon-g	inhibits	0	0	1	1	0.321	0
LEF1	KLRG1	Zhou et al, 2010, Differentiation and Persistence of Memory CD8A+ T Cells Depend on T Cell Factor 1	inhibits	0	0	0.875	1	0	0
LEF1	LEF1	Leong et al, 2016, CXCR5+ follicular cytotoxic T cells control viral infection in B cell follicles	promotes	0	0	1	1	1	0
LEF1	MYC	Zhou et al, 2010, Differentiation and Persistence of Memory CD8A+ T Cells Depend on T Cell Factor 1	promotes	0	0	0.938	0.714	0.643	0
LEF1	PRDM1	Leong et al, 2016, CXCR5+ follicular cytotoxic T cells control viral infection in B cell follicles	promotes	0	0	0	0.071	0.143	0
LEF1	PRF1	Xing et al, Tcf1 and Lef1 transcription factors establish CD8+ T cell identity through intrinsic HDAC activity	inhibits	0	0	1	1	0.321	0
MAPK1	EGR1	Collins et al, 2007, Opposing regulation of T cell function by Egr1:NAB2 and Egr2:Egr3	promotes	0.615	0.231	0.188	0.429	0.179	0.474
MAPK1	FOS	Pollizzi and Powell, 2014, Integrating canonical and metabolic  signalling programmes in the regulation of T cell responses	promotes	0.692	0.692	0	0	0	0.684
MAPK1	JUN	Pollizzi and Powell, 2014, Integrating canonical and metabolic  signalling programmes in the regulation of T cell responses	promotes	0.385	0.615	0.562	0.25	0.5	0.737
MAPK1	JUNB	Pollizzi and Powell, 2014, Integrating canonical and metabolic  signalling programmes in the regulation of T cell responses	promotes	0.538	0.231	0.5	0.071	0.536	0.684
MAPK1	JUND	Pollizzi and Powell, 2014, Integrating canonical and metabolic  signalling programmes in the regulation of T cell responses	promotes	0.385	0.385	0.375	0.286	0.393	0.421
MAPK3	EGR1	Collins et al, 2007, Opposing regulation of T cell function by Egr1:NAB2 and Egr2:Egr3	promotes	0.615	0.462	0.562	0.214	0.5	0.526
MAPK3	FOS	Pollizzi and Powell, 2014, Integrating canonical and metabolic  signalling programmes in the regulation of T cell responses	promotes	0.385	0.308	0	0	0	0.211
MAPK3	JUN	Pollizzi and Powell, 2014, Integrating canonical and metabolic  signalling programmes in the regulation of T cell responses	promotes	0.692	0.077	0.312	0.536	0.464	0.053
MAPK3	JUNB	Pollizzi and Powell, 2014, Integrating canonical and metabolic  signalling programmes in the regulation of T cell responses	promotes	0.538	0.615	0.625	0.571	0.571	0
MAPK3	JUND	Pollizzi and Powell, 2014, Integrating canonical and metabolic  signalling programmes in the regulation of T cell responses	promotes	0.692	0.308	0.875	0.5	0.643	0.684
MAPK8	FOS	Pollizzi and Powell, 2014, Integrating canonical and metabolic  signalling programmes in the regulation of T cell responses	promotes	0.308	0.692	0	0	0	0.842
MAPK8	JUN	Pollizzi and Powell, 2014, Integrating canonical and metabolic  signalling programmes in the regulation of T cell responses	promotes	0.923	0.923	0.688	0.5	0.607	1
MAPK8	JUNB	Pollizzi and Powell, 2014, Integrating canonical and metabolic  signalling programmes in the regulation of T cell responses	promotes	0.462	0.385	0.625	0.464	0.643	0.947
MAPK8	JUND	Pollizzi and Powell, 2014, Integrating canonical and metabolic  signalling programmes in the regulation of T cell responses	promotes	0.923	0.692	0.5	0.536	0.5	0.368
MT1	MAPK1	Lazarczyk et al, 2012, EVER Proteins, Key Elements of the Natural AntiHuman Papillomavirus Barrier, Are Regulated upon TCell Activation	promotes	0.692	0.308	0.062	0.357	0.214	0.316
MT1	MAPK3	Lazarczyk et al, 2012, EVER Proteins, Key Elements of the Natural AntiHuman Papillomavirus Barrier, Are Regulated upon TCell Activation	promotes	0.385	1	0.688	0.643	0.607	1
MT1	ZN	Singer et al, 2016, A Distinct Gene Module for Dysfunction Uncoupled from Activation in Tumor-Infiltrating T Cells.	promotes	0	0	0	0	0	0
MT2	ZN	Singer et al, 2016, A Distinct Gene Module for Dysfunction Uncoupled from Activation in Tumor-Infiltrating T Cells.	promotes	0	0	0	0	0	0
MTOR	glycolysis	van der Widnt & Pearce, Metabolic switching and fuel choice during T-cell differentiation and memory development	promotes	0	0	0	0	0	0
MTOR	RICTOR	Rosner, mTOR phosphorylated at S2448 binds to raptor and rictor, 2010.	promotes	1	0.769	0	0	0	0.421
MTOR	RPTOR	Rosner, mTOR phosphorylated at S2448 binds to raptor and rictor, 2010.	promotes	1	1	0	0	0	0.632
MYC	proliferation	Hough et al, 2015, Transcriptional regulation of T  cell  metabolism	promotes	0	0	0	0	0	0
NFATC1	IFNG	Lee et al, A Distal Enhancer in the Interferon-  (IFN- ) Locus Revealed by Genome Sequence Comparison. Kiani et al, Regulation of interferon-gamma gene expression by nuclear factor of activated T cells	promotes	0.692	0.846	1	0.643	0.357	0.789
NFATC1	IFNGR1	Lee et al, A Distal Enhancer in the Interferon-  (IFN- ) Locus Revealed by Genome Sequence Comparison	promotes	0.385	0.385	0.188	0.821	0.107	0.789
NFATC1	IFNGR2	Lee et al, A Distal Enhancer in the Interferon-  (IFN- ) Locus Revealed by Genome Sequence Comparison	promotes	0.308	0.154	0	0	0	0.474
NFATC1	IL2	Martins and Calame, 2008, Regulation and Functions of PRDM1 in T and B Lymphocytes	promotes	0.692	0.846	0.562	0.357	0.357	0.211
NFATC1	IL2RB	Liao et al, 2013, Interleukin2 at the Crossroads of Effector Responses, Tolerance, and Immunotherapy	promotes	0.692	0.846	0.688	0.393	0.464	0.842
NFATC1	NFATC1	Serfling et al, 2006, NFATC2 autoregulation: a crucial step for cellfate determination	promotes	1	1	1	1	1	1
NFATC1	NFATC1	Serfling at al, NFATc1 autoregulation: a crucial step for cell-fate determination	promotes	1	1	1	1	1	1
NFATC1	NR4A1	Martinez-Gonzalez et al, The NR4A subfamily of nuclear receptors: new early genes regulated by growth factors in vascular cells	promotes	0.692	0.923	0.438	0.571	0.393	0.632
NFATC1	PDCD1	Bally et al, 2016, Genetic and Epigenetic Regulation of PDCD1 Expression 	promotes	0.692	0.846	1	0.464	0.964	0.789
NFATC1	PRDM1	Martins and Calame, 2008, Regulation and Functions of PRDM1 in T and B Lymphocytes	promotes	0.692	0.846	1	0.714	0.893	0.789
NFATC2	EGR2	Martinez et al, 2015, The Transcription Factor NFAT Promotes Exhaustion of Activated CD8+ T Cells 	promotes	0	0.769	0.562	0.607	0.571	0.684
NFATC2	EGR2	Miao et al, 2017, Egr2 and 3 control adaptive immune responses by temporally uncoupling expansion from T cell differentiation	promotes	0	0.769	0.562	0.607	0.571	0.684
NFATC2	EGR3	Miao et al, 2017, Egr2 and 3 control adaptive immune responses by temporally uncoupling expansion from T cell differentiation	promotes	0.462	0.462	0	0	0	0.684
NFATC2	IFNG	Lee et al, A Distal Enhancer in the Interferon-  (IFN- ) Locus Revealed by Genome Sequence Comparison. Kiani et al, Regulation of interferon-gamma gene expression by nuclear factor of activated T cells	promotes	0.077	0.538	0.625	0.393	0.464	0.316
NFATC2	IL2	Martins and Calame, 2008, Regulation and Functions of PRDM1 in T and B Lymphocytes	promotes	0.077	0.538	0.688	0.607	0.679	0.684
NFATC2	IL2RB	Liao et al, 2013, Interleukin2 at the Crossroads of Effector Responses, Tolerance, and Immunotherapy	promotes	0.077	0.538	0.688	0.607	0.786	0.368
NFATC2	NFATC1	Zhou et al, Regulation of the Murine Nfatc1 Gene by NFATc2	promotes	0.385	0.692	0.625	0.107	0.536	0.526
NFATC2	PDCD1	Bally et al, 2016, Genetic and Epigenetic Regulation of PDCD1 Expression 	promotes	0.077	0.538	0.625	0.5	0.571	0.316
NFATC2	PRDM1	Martins and Calame, 2008, Regulation and Functions of PRDM1 in T and B Lymphocytes	promotes	0.077	0.538	0.625	0.321	0.429	0.316
NFKB1	IL2	Martins and Calame, 2008, Regulation and Functions of PRDM1 in T and B Lymphocytes	promotes	0	0.154	0.375	0.286	0.393	0.789
NFKB1	IL2RB	Liao et al, 2013, Interleukin2 at the Crossroads of Effector Responses, Tolerance, and Immunotherapy	promotes	0	0	0.5	0.107	0.5	0.158
NFKB1	IRF4	Shaffer et al, IRF4: Immunity. Malignancy! Therapy?	promotes	0	0	0.375	0.571	0.464	0.421
NFKB1	PDCD1	Bally et al, 2016, Genetic and Epigenetic Regulation of PDCD1 Expression 	promotes	0	0	0.188	0.321	0.286	0.105
NFKB1	PRDM1	Martins and Calame, 2008, Regulation and Functions of PRDM1 in T and B Lymphocytes	promotes	0	0	0.188	0.286	0.357	0.211
NFKB2	IRF4	Shaffer et al, IRF4: Immunity. Malignancy! Therapy?	promotes	0.846	0.462	0.438	0.357	0.464	0.316
NR4A1	glycolysis	Fassett et al, Nuclear receptor Nr4a1 modulates both regulatory T-cell (Treg) differentiation and clonal deletion 	promotes	0	0	0	0	0	0
NR4A1	IRF4	Nowyhed et al, Cutting Edge: The Orphan Nuclear Receptor Nr4a1 Regulates CD8+ T Cell Expansion and Effector Function through Direct Repression of Irf4	inhibits	0	0.231	0.375	0.714	0.607	0.263
NR4A2	glycolysis	Mognol et al, Exhaustion-associated regulatory regions in CD8+ tumor-infiltrating T cells , PNAS 2017.	promotes	0	0	0	0	0	0
NR4A3	glycolysis	Odagiu et al, NR4A3 controls CD8+ T cell metabolism and differentiation, J Immunol May 1, 2016, 196 (1 Supplement) 57.8	promotes	0	0	0	0	0	0
NRAS	MAPK1	Chen et al, 2000, The p38 Pathway Provides Negative Feedback for Ras Proliferative Signalings	promotes	0.308	0.769	0.812	0.714	0.607	0.421
NRAS	MAPK3	Chen et al, 2000, The p38 Pathway Provides Negative Feedback for Ras Proliferative Signalings	promotes	0.615	0.077	0.438	0.143	0.714	0.789
NRAS	MAPK8	Chen et al, 2000, The p38 Pathway Provides Negative Feedback for Ras Proliferative Signalings	promotes	1	0.923	0.938	0.821	0.5	0.263
PDCD1	AKT1	Bengsch et al, Bioenergetic Insufficiencies Due to Metabolic Alterations Regulated by the Inhibitory Receptor PD-1 Are an Early Driver of CD8+ T Cell Exhaustion	promotes	1	1	0.188	0.679	0.286	0.947
PDCD1	AKT2	Bengsch et al, Bioenergetic Insufficiencies Due to Metabolic Alterations Regulated by the Inhibitory Receptor PD-1 Are an Early Driver of CD8+ T Cell Exhaustion	promotes	0.538	0.538	0	0	0	0.316
PDCD1	AKT3	Bengsch et al, Bioenergetic Insufficiencies Due to Metabolic Alterations Regulated by the Inhibitory Receptor PD-1 Are an Early Driver of CD8+ T Cell Exhaustion	promotes	0	0	0	0	0	0.474
PDCD1	CD247	Kamphorst et al, Rescue of exhausted CD8 T cells by PD-1–targeted therapies is CD28-dependent	inhibits	0.923	0.923	0.938	0.571	0.893	0.053
PDCD1	CD28	Kamphorst et al, Rescue of exhausted CD8 T cells by PD-1–targeted therapies is CD28-dependent	inhibits	0	0.385	0.25	0.571	0.607	0.842
PDCD1	CD3D	Kamphorst et al, Rescue of exhausted CD8 T cells by PD-1–targeted therapies is CD28-dependent	inhibits	0	0	0.75	0.429	0.786	0
PDCD1	CD3E	Kamphorst et al, Rescue of exhausted CD8 T cells by PD-1–targeted therapies is CD28-dependent	inhibits	0	0	0.25	0.286	0.321	0
PDCD1	CD3G	Kamphorst et al, Rescue of exhausted CD8 T cells by PD-1–targeted therapies is CD28-dependent	inhibits	1	0.077	0.438	0.571	0.357	0.105
PDCD1	CD8A	Kamphorst et al, Rescue of exhausted CD8 T cells by PD-1–targeted therapies is CD28-dependent	inhibits	0	0	1	0.607	0.786	0
PDCD1	NR4A1	Mongol et al, Exhaustion-associated regulatory regions in CD8+ tumor-infiltrating T cells (correlation)	inhibits	0	0.231	0.562	0.536	0.643	0.579
PDCD1	BATF	Quigley et al, 2010, Transcriptional analysis of HIVspecific CD8A+ T cells shows that PDCD1 inhibits T cell function by upregulating BATF	promotes	1	1	1	0.75	0.786	0.053
PDCD1	HRAS	Boussiotis, Molecular and Biochemical Aspects of the PD-1 Checkpoint Pathway	inhibits	0	0.154	0	0	0	0.158
PDCD1	KRAS	Boussiotis, Molecular and Biochemical Aspects of the PD-1 Checkpoint Pathway	inhibits	1	0.923	0.875	0.714	0.75	0.684
PDCD1	NRAS	Boussiotis, Molecular and Biochemical Aspects of the PD-1 Checkpoint Pathway	inhibits	1	0.923	0.938	0.679	0.429	0.263
PDCD1	PIK3CA	Boussiotis, Molecular and Biochemical Aspects of the PD-1 Checkpoint Pathway	inhibits	1	0.538	0.812	0.571	0.821	0.632
PDCD1	PIK3CB	Boussiotis, Molecular and Biochemical Aspects of the PD-1 Checkpoint Pathway	inhibits	1	1	0	0	0	0.526
PDCD1	PIK3CG	Boussiotis, Molecular and Biochemical Aspects of the PD-1 Checkpoint Pathway	inhibits	0.615	0.077	0	0	0	0.105
PDCD1	PPARGC1A	Bengsch et al, 2016, Bioenergetic Insufficiencies Due to Metabolic Alterations Regulated by the Inhibitory Receptor PD-1 Are an Early Driver of CD8+ T Cell Exhaustion	inhibits	0.846	0.846	0.688	0.464	0.679	0.263
PDCD1	PRKCQ	Chen & Flies, 2013, Molecular mechanisms of T cell co-stimulation and co-inhibition	inhibits	1	0.923	0.875	0.571	0.893	0.789
PDCD1	SLC2A1	Schurich et al, 2016, Distinct Metabolic Requirements of Exhausted and Functional Virus-Specific CD8 T Cells in the Same Host	promotes	0.385	0.769	0.375	0.607	0.071	0.421
PDCD1	SLC2A2	Schurich et al, 2016, Distinct Metabolic Requirements of Exhausted and Functional Virus-Specific CD8 T Cells in the Same Host	promotes	0	0	0.75	0.536	0.643	0
PDCD1	SLC2A3	Schurich et al, 2016, Distinct Metabolic Requirements of Exhausted and Functional Virus-Specific CD8 T Cells in the Same Host	promotes	0.077	0.923	0.5	0.679	0.143	0.947
PDCD1	SLC2A4	Schurich et al, 2016, Distinct Metabolic Requirements of Exhausted and Functional Virus-Specific CD8 T Cells in the Same Host	promotes	0	0	0.562	0.821	0.393	0
PDCD1	SLC2A5	Schurich et al, 2016, Distinct Metabolic Requirements of Exhausted and Functional Virus-Specific CD8 T Cells in the Same Host	promotes	0	0	0	0	0	0
PDCD1	ZAP70	Xia et al, 2015, Signaling pathway and dysregulation of PD1 and its ligands in lymphoid malignancies	inhibits	0	0	0.25	0.464	0.25	0
PPARGC1A	proliferation	Schrping, 2016, The Tumor Microenvironment Represses T Cell Mitochondrial Biogenesis to Drive Intratumoral T Cell Metabolic Insufficiency and Dysfunction	promotes	0	0	0	0	0	0
PRDM1	BCL6	Shin et al, Epigenetic Modifications induced by the Transcriptional Repressor Blimp-1 regulate CD8+ T cell Memory Progression during Acute Virus Infection. Cimmino et al, Blimp-1 Attenuates Th1 Differentiation by Repression of ifng, tbx21, and bcl6 Gene Expression. Leong et al, 2016, CXCR5+ follicular cytotoxic T cells control viral infection in B cell follicles	inhibits	0.385	1	0.5	0.75	0.321	1
PRDM1	CXCR5	Leong et al, 2016, CXCR5+ follicular cytotoxic T cells control viral infection in B cell follicles	inhibits	0.077	0.846	0	0.643	0.143	1
PRDM1	ID3	Gong & Malek, Cytokine-Dependent Blimp-1 Expression in Activated T Cells Inhibits IL2 Production	inhibits	0.077	1	0.812	0.929	0.357	1
PRDM1	IL2	Gong & Malek, Cytokine-Dependent Blimp-1 Expression in Activated T Cells Inhibits IL2 Production	inhibits	0	0.154	0.438	0.5	0.75	1
PRDM1	MYC	lin et al, 1997, Repression of cmyc transcription by PRDM1, an inducer of terminal B cell differentiation	inhibits	0.846	1	0.938	0.643	0.786	0.737
PRDM1	NFATC1	Lu et al, 2014, Blimp-1 represses CD8 T cell expression of PD-1 using a feed-forward transcriptional circuit during acute viral infection	inhibits	0.308	0.154	0	0.286	0.107	0.211
PRDM1	PDCD1	Lu et al, 2014, Blimp-1 represses CD8 T cell expression of PD-1 using a feed-forward transcriptional circuit during acute viral infection	inhibits	0	0	0	0.393	0.143	0.105
PRDM1	TCF7	Leong et al, 2016, CXCR5+ follicular cytotoxic T cells control viral infection in B cell follicles	inhibits	1	1	1	0.857	0.786	1
PRKCQ	NFKB1	Lin et al, 2000, Protein kinase Ctheta participates in NFkappa B activation induced by CD3CD28 costimulation through selective activation of ikappa B kinase beta	promotes	1	0.923	0.688	0.536	0.679	0.895
PRKCQ	RELA	Lin et al, 2000, Protein kinase Ctheta participates in NFkappa B activation induced by CD3CD28 costimulation through selective activation of ikappa B kinase beta	promotes	1	0.462	0.812	0.607	0.857	0.947
REL	IRF4	Shaffer et al, IRF4: Immunity. Malignancy! Therapy?	promotes	0.615	0.538	0.438	0.393	0.429	0.368
RELA	IL2	Martins and Calame, 2008, Regulation and Functions of PRDM1 in T and B Lymphocytes	promotes	0	0.615	0.375	0.5	0.571	0.632
RELA	IL2RB	Liao et al, 2013, Interleukin2 at the Crossroads of Effector Responses, Tolerance, and Immunotherapy	promotes	0	0.615	0.375	0.464	0.536	0.316
RELA	IRF4	Shaffer et al, IRF4: Immunity. Malignancy! Therapy?	promotes	0	0.615	0.25	0.5	0.286	0.368
RELA	PDCD1	Bally et al, 2016, Genetic and Epigenetic Regulation of PDCD1 Expression 	promotes	0	0.615	0.062	0.393	0.107	0.263
RELA	PRDM1	Martins and Calame, 2008, Regulation and Functions of PRDM1 in T and B Lymphocytes	promotes	0	0.615	0.062	0.429	0.179	0.368
RELB	IRF4	Shaffer et al, IRF4: Immunity. Malignancy! Therapy?	promotes	0.154	0.462	0.438	0.357	0.464	0.263
RUNX3	BATF	Karuchi et al, 2014, The transcription factor BATF operates as an essential differentiation checkpoint in early effector CD8+ T cells	promotes	0	0.538	0	0	0	0.158
RUNX3	IFNG	Pham et al, 2012, Twist1 Regulates Ifng Expression in Th1 Cells by Interfering with Runx3 Function	promotes	0	0.538	0	0	0	0.895
SLC39A14	ZN	Jeong & Eide, 2013, The SLC39 family of zinc transporters	promotes	0	0	0	0	0	0
SLC39A8	ZN	Jeong & Eide, 2013, The SLC39 family of zinc transporters	promotes	0	0	0	0	0	0
STAT1	BCL6	Nakayamada et al, 2014, Type I IFN induces binding of STAT1 to Bcl6: divergent roles of STAT family transcription factors in the T follicular helper cell genetic program Zhou et al, 2005, Induction of BCL6 gene expression by interferongamma and identifica	promotes	0.769	0.846	0.5	0.786	0.786	0.947
STAT1	CXCR5	Nakayamada et al, 2014, Type I IFN induces binding of STAT1 to Bcl6: divergent roles of STAT family transcription factors in the T follicular helper cell genetic program Zhou et al, 2005, Induction of BCL6 gene expression by interferongamma and identifica	inhibits	0.231	0.308	0.625	0.393	0.464	0.053
STAT1	PDCD1	Nakayamada et al, 2014, Type I IFN induces binding of STAT1 to Bcl6: divergent roles of STAT family transcription factors in the T follicular helper cell genetic program Zhou et al, 2005, Induction of BCL6 gene expression by interferongamma and identifica	promotes	0.846	0.154	0.375	0.357	0.536	0.158
STAT2	BCL6	Nakayamada et al, 2014, Type I IFN induces binding of STAT1 to Bcl6: divergent roles of STAT family transcription factors in the T follicular helper cell genetic program Zhou et al, 2005, Induction of BCL6 gene expression by interferongamma and identifica	promotes	0.308	0.769	0	0	0	0.789
STAT3	BATF	Karuchi et al, 2014, The transcription factor BATF operates as an essential differentiation checkpoint in early effector CD8+ T cells	promotes	0.077	0.692	0.75	0.5	0.571	0.211
STAT3	FOXO1	Oh et al, STAT3 Protein Promotes T-cell Survival and Inhibits Interleukin-2 Production through Up-regulation of Class O Forkhead Transcription Factors	promotes	0.923	0.308	0	0	0	0.421
